Unnamed: 0,TF,Target,Label
8969,361,310,0
8441,355,639,0
621,56,626,1
9698,374,614,0
1025,110,666,1
1292,175,610,1
2708,873,20,1
4192,62,886,0
4085,56,709,0
1717,399,22,1
411,43,470,1
1483,355,410,1
2804,900,248,1
8071,305,494,0
485,49,626,1
2263,558,432,1
845,62,610,1
5948,190,745,0
14852,618,129,0
7357,297,215,0
11383,443,881,0
3999,56,594,0
13737,558,548,0
1078,110,302,1
45,43,133,1
15805,624,893,0
13918,558,613,0
2957,908,230,1
3664,49,223,0
2475,740,485,1
787,62,384,1
17576,805,452,0
17524,805,88,0
2443,740,233,1
2550,740,162,1
3117,43,137,0
1161,175,901,1
2985,908,35,1
670,62,684,1
2928,908,680,1
32,43,540,1
700,62,505,1
2751,895,219,1
2931,908,620,1
266,43,383,1
8974,361,813,0
7752,305,899,0
907,110,30,1
20612,908,57,0
14614,584,731,0
7891,305,870,0
18344,873,591,0
2330,558,172,1
2875,908,632,1
17650,805,258,0
5591,187,521,0
3152,43,645,0
817,62,843,1
13760,558,879,0
12369,515,730,0
7055,259,301,0
506,56,759,1
3765,56,4,0
7018,259,333,0
2307,558,902,1
16350,654,647,0
1607,399,726,1
1538,399,333,1
52,43,414,1
14516,584,150,0
2106,532,230,1
2618,793,778,1
17644,805,850,0
298,43,418,1
19916,900,717,0
1302,175,432,1
3479,49,313,0
13981,558,759,0
3130,43,51,0
13067,516,337,0
5997,190,210,0
12816,516,824,0
1406,259,467,1
102,43,597,1
1832,443,69,1
19166,895,515,0
20468,908,676,0
1651,399,371,1
291,43,57,1
2258,558,460,1
1913,443,380,1
257,43,280,1
555,56,899,1
2947,908,114,1
2871,908,643,1
16830,740,790,0
7234,297,66,0
2815,908,580,1
478,43,581,1
6967,259,419,0
1961,454,585,1
1366,175,109,1
1813,443,651,1
20142,900,193,0
15620,624,49,0
1907,443,529,1
2093,516,906,1
2382,618,140,1
1375,175,856,1
9320,361,295,0
10924,407,616,0
13443,532,477,0
11266,443,239,0
1791,443,791,1
6608,259,130,0
139,43,417,1
13812,558,63,0
2365,618,482,1
188,43,406,1
3088,43,254,0
13048,516,488,0
18134,873,658,0
15378,624,160,0
5310,187,275,0
15870,654,467,0
3737,49,877,0
767,62,156,1
7735,305,206,0
4599,110,614,0
19533,895,431,0
2986,908,879,1
2561,740,432,1
6970,259,338,0
15003,618,711,0
1702,399,380,1
1743,407,298,1
10677,407,567,0
149,43,19,1
3132,43,492,0
8639,355,10,0
10127,399,432,0
13239,532,244,0
16535,740,225,0
2355,618,596,1
2736,895,95,1
2155,558,192,1
8833,361,837,0
2577,740,183,1
16957,793,354,0
16210,654,764,0
567,56,579,1
14,43,827,1
528,56,577,1
1405,259,449,1
10916,407,159,0
2852,908,12,1
16865,793,529,0
8451,355,260,0
1149,175,472,1
17746,805,360,0
18756,882,718,0
2645,793,669,1
8034,305,356,0
203,43,626,1
12370,515,195,0
5709,187,781,0
299,43,708,1
192,43,755,1
2890,908,134,1
1057,110,892,1
11922,515,516,0
744,62,498,1
14641,584,251,0
416,43,505,1
527,56,127,1
13704,558,611,0
10228,399,326,0
2186,558,346,1
51,43,46,1
15817,654,893,0
1397,175,569,1
1407,259,908,1
12703,516,876,0
196,43,131,1
8765,355,888,0
1207,175,335,1
7878,305,567,0
17490,805,220,0
781,62,35,1
16710,740,727,0
2918,908,252,1
15026,618,164,0
1867,443,742,1
63,43,632,1
554,56,500,1
1950,443,186,1
10141,399,63,0
20255,900,428,0
17487,805,790,0
1517,399,35,1
3198,49,882,0
11450,454,456,0
10526,407,786,0
929,110,355,1
5299,187,506,0
211,43,582,1
2620,793,209,1
93,43,186,1
5964,190,158,0
14521,584,532,0
16201,654,752,0
4056,56,395,0
2025,454,462,1
0,43,341,1
533,56,710,1
2566,740,753,1
9661,374,249,0
479,43,197,1
1286,175,753,1
12322,515,370,0
949,110,138,1
1711,399,318,1
8761,355,857,0
11987,515,639,0
1962,454,188,1
532,56,635,1
13276,532,506,0
14949,618,206,0
5747,187,31,0
2387,618,803,1
7593,297,645,0
2574,740,664,1
1146,175,866,1
6664,259,186,0
14147,584,38,0
1094,110,497,1
12255,515,270,0
8490,355,709,0
4899,110,636,0
5128,175,830,0
44,43,200,1
2663,793,639,1
174,43,306,1
11185,443,677,0
19677,895,665,0
9350,361,804,0
12507,515,599,0
15915,654,659,0
1195,175,237,1
15812,624,151,0
1457,305,579,1
8939,361,857,0
5181,175,38,0
7745,305,480,0
175,43,38,1
2898,908,138,1
1488,355,184,1
256,43,748,1
650,56,608,1
194,43,728,1
11347,443,221,0
1731,407,899,1
1241,175,710,1
2677,793,311,1
15181,618,387,0
756,62,465,1
1462,355,481,1
8844,361,35,0
16299,654,697,0
2022,454,182,1
3780,56,466,0
11618,454,198,0
564,56,184,1
565,56,757,1
18498,873,628,0
19514,895,693,0
11636,454,358,0
16445,740,611,0
8605,355,883,0
2672,793,382,1
2360,618,385,1
5658,187,622,0
17620,805,593,0
831,62,164,1
12032,515,176,0
16174,654,529,0
16073,654,544,0
10090,399,436,0
2555,740,801,1
2295,558,250,1
8306,355,801,0
543,56,443,1
2367,618,32,1
16314,654,530,0
1978,454,373,1
14182,584,409,0
1777,407,569,1
3229,49,455,0
144,43,881,1
764,62,696,1
9985,374,373,0
2023,454,72,1
