Unnamed: 0,TF,Target,Label
486,253,255,1
1412,639,683,1
3936,558,619,0
1845,853,500,1
4484,765,236,0
4710,879,801,0
3085,178,629,0
2996,108,761,0
5091,1155,188,0
4249,670,1349,0
471,228,1151,1
2469,1243,931,1
3896,534,922,0
4608,853,968,0
5489,1364,1387,0
3284,284,925,0
5112,1189,15,0
1945,879,1231,1
2619,1303,108,1
3306,287,463,0
748,347,307,1
2446,1231,108,1
4593,848,371,0
5259,1245,98,0
5193,1222,83,0
4122,612,8,0
80,34,1303,1
1830,848,1243,1
2514,1245,460,1
4972,1053,1110,0
941,454,277,1
450,217,167,1
1448,659,606,1
2559,1258,454,1
3860,511,307,0
2440,1227,784,1
4772,931,447,0
4014,600,1102,0
322,178,298,1
2746,1364,1155,1
175,72,75,1
2430,1222,197,1
1380,612,1023,1
952,456,1005,1
2675,1344,631,1
5509,1364,567,0
1939,879,612,1
2795,32,631,0
3249,253,1315,0
4143,612,761,0
1965,882,490,1
4212,659,991,0
3693,454,98,0
239,116,686,1
5385,1312,1168,0
1765,807,448,1
5322,1258,607,0
5330,1258,685,0
1340,612,462,1
4702,879,1216,0
4528,807,590,0
2009,931,918,1
1097,511,1218,1
4058,609,1298,0
1449,659,297,1
3234,228,16,0
2836,34,1365,0
1125,519,1398,1
4830,962,128,0
543,287,1032,1
1575,691,675,1
4120,612,981,0
5144,1189,1105,0
436,209,297,1
2390,1202,1249,1
1554,680,807,1
4491,769,1291,0
2075,973,534,1
1628,726,1381,1
1124,519,462,1
858,392,1364,1
3061,156,564,0
3439,332,176,0
916,454,206,1
5280,1245,801,0
2502,1245,197,1
1357,612,588,1
1963,882,1155,1
829,381,646,1
3679,454,481,0
1590,693,1302,1
4661,874,792,0
1721,765,612,1
5265,1245,374,0
599,305,765,1
4430,740,298,0
4785,932,419,0
4878,1004,589,0
4036,606,122,0
891,432,823,1
5471,1364,188,0
1179,558,1189,1
670,332,659,1
2209,1053,240,1
309,160,313,1
2279,1138,635,1
2941,72,1244,0
5424,1344,400,0
4175,639,678,0
1947,879,1303,1
2708,1364,284,1
3128,188,1174,0
4740,899,633,0
4585,848,695,0
649,317,1317,1
2073,968,317,1
1242,600,612,1
5382,1303,1116,0
5096,1176,924,0
3150,193,1272,0
3790,487,693,0
4624,853,595,0
1486,670,526,1
2328,1155,675,1
990,462,962,1
3511,347,1148,0
3524,360,41,0
5277,1245,288,0
233,108,551,1
5209,1231,225,0
1861,853,130,1
3223,221,1071,0
2678,1344,516,1
1244,600,236,1
969,460,1027,1
4997,1097,665,0
4867,995,1106,0
2124,1027,1019,1
1251,600,516,1
4007,600,239,0
2957,74,603,0
1977,899,806,1
4183,642,294,0
3582,367,60,0
141,56,65,1
2496,1245,1238,1
2959,74,232,0
5134,1189,1261,0
3597,381,162,0
367,188,953,1
4846,982,221,0
2083,982,75,1
3663,448,1343,0
3620,392,751,0
1667,740,506,1
2415,1215,725,1
2333,1176,962,1
5441,1344,1377,0
3753,462,1218,0
4005,600,635,0
533,284,306,1
3087,178,111,0
3362,305,175,0
834,381,736,1
2938,72,1318,0
521,284,826,1
2349,1189,47,1
2067,962,1176,1
3887,519,1408,0
4211,659,899,0
3199,209,683,0
3412,317,719,0
3130,188,815,0
2661,1344,1249,1
2115,1004,853,1
1313,612,32,1
4076,612,347,0
4723,882,955,0
2234,1097,206,1
3708,456,541,0
1728,769,1243,1
819,367,1027,1
3621,392,1139,0
5153,1202,577,0
460,221,1202,1
1898,874,195,1
3002,116,384,0
1444,659,534,1
4728,882,1095,0
4391,726,915,0
2618,1303,34,1
1273,606,141,1
4540,823,884,0
3213,217,864,0
194,74,108,1
2567,1258,284,1
4265,671,813,0
3958,584,409,0
4207,659,802,0
761,360,346,1
5174,1215,1180,0
4407,736,200,0
5203,1227,1046,0
2371,1189,68,1
1195,584,390,1
2743,1364,454,1
2381,1189,1288,1
1295,609,340,1
4838,973,236,0
387,193,226,1
495,261,1240,1
3715,456,788,0
927,454,56,1
3888,519,1197,0
2104,995,49,1
3320,292,353,0
2411,1215,94,1
4103,612,1124,0
4708,879,1199,0
3433,332,482,0
676,332,253,1
945,456,1287,1
1822,848,1027,1
900,448,946,1
1644,736,381,1
1502,671,1364,1
365,188,365,1
807,367,243,1
1777,823,392,1
2843,34,888,0
196,74,1194,1
2022,932,1344,1
3732,460,333,0
1359,612,834,1
2904,56,40,0
324,178,319,1
3072,160,1155,0
4338,691,462,0
4836,968,159,0
32,32,228,1
178,72,223,1
509,277,215,1
782,365,745,1
3272,277,804,0
5178,1215,900,0
4317,680,153,0
4887,1027,526,0
2726,1364,868,1
3942,558,892,0
3258,261,84,0
5381,1303,3,0
4353,693,175,0
1173,558,736,1
3690,454,1186,0
298,156,635,1
1960,882,959,1
4726,882,180,0
5438,1344,1049,0
930,454,1374,1
3704,454,400,0
5506,1364,877,0
3654,432,348,0
3296,284,887,0
1027,487,835,1
3570,367,235,0
1133,534,465,1
1420,642,1045,1
5042,1138,539,0
2517,1245,1027,1
3592,381,440,0
2622,1312,1245,1
3545,365,741,0
857,392,76,1
557,292,947,1
5232,1243,58,0
73,34,183,1
