Unnamed: 0,TF,Target,Label
486,253,255,1
1412,639,683,1
3936,558,511,0
1845,853,386,1
4484,765,1057,0
4710,879,757,0
3085,178,137,0
2996,108,110,0
5091,1155,1271,0
4249,670,909,0
471,228,58,1
2469,1243,34,1
3896,534,1052,0
4608,853,1179,0
5489,1364,1256,0
3284,284,12,0
5112,1189,155,0
1945,879,931,1
2619,1303,1313,1
3306,287,485,0
748,347,1219,1
2446,1231,716,1
4593,848,549,0
5259,1245,1217,0
5193,1222,270,0
4122,612,637,0
80,34,1343,1
1830,848,1356,1
2514,1245,392,1
4972,1053,1382,0
941,454,707,1
450,217,538,1
1448,659,963,1
2559,1258,5,1
3860,511,1022,0
2440,1227,1296,1
4772,931,796,0
4014,600,1060,0
322,178,1268,1
2746,1364,197,1
175,72,405,1
2430,1222,345,1
1380,612,1243,1
952,456,65,1
2675,1344,367,1
5509,1364,3,0
1939,879,34,1
2795,32,566,0
3249,253,696,0
4143,612,158,0
1965,882,294,1
4212,659,1398,0
3693,454,0,0
239,116,879,1
5385,1312,301,0
1765,807,1035,1
5322,1258,1382,0
5330,1258,1260,0
1340,612,1344,1
4702,879,685,0
4528,807,1255,0
2009,931,271,1
1097,511,104,1
4058,609,244,0
1449,659,981,1
3234,228,1081,0
2836,34,877,0
1125,519,1398,1
4830,962,414,0
543,287,659,1
1575,691,448,1
4120,612,1075,0
5144,1189,706,0
436,209,297,1
2390,1202,1243,1
1554,680,600,1
4491,769,1314,0
2075,973,987,1
1628,726,1227,1
1124,519,1404,1
858,392,454,1
3061,156,59,0
3439,332,70,0
916,454,68,1
5280,1245,678,0
2502,1245,868,1
1357,612,1076,1
1963,882,1342,1
829,381,740,1
3679,454,127,0
1590,693,1302,1
4661,874,349,0
1721,765,600,1
5265,1245,429,0
599,305,1299,1
4430,740,512,0
4785,932,336,0
4878,1004,792,0
4036,606,664,0
891,432,32,1
5471,1364,428,0
1179,558,489,1
670,332,1099,1
2209,1053,968,1
309,160,754,1
2279,1138,1364,1
2941,72,780,0
5424,1344,1006,0
4175,639,1250,0
1947,879,1189,1
2708,1364,1374,1
3128,188,941,0
4740,899,1140,0
4585,848,822,0
649,317,463,1
2073,968,1023,1
1242,600,1036,1
5382,1303,1053,0
5096,1176,702,0
3150,193,786,0
3790,487,183,0
4624,853,915,0
1486,670,305,1
2328,1155,874,1
990,462,1404,1
3511,347,181,0
3524,360,125,0
5277,1245,1085,0
233,108,487,1
5209,1231,852,0
1861,853,1348,1
3223,221,1373,0
2678,1344,849,1
1244,600,816,1
969,460,195,1
4997,1097,1345,0
4867,995,344,0
2124,1027,1364,1
1251,600,892,1
4007,600,902,0
2957,74,724,0
1977,899,806,1
4183,642,253,0
3582,367,1315,0
141,56,49,1
2496,1245,558,1
2959,74,1005,0
5134,1189,598,0
3597,381,1217,0
367,188,538,1
4846,982,999,0
2083,982,33,1
3663,448,81,0
3620,392,91,0
1667,740,1364,1
2415,1215,454,1
2333,1176,1344,1
5441,1344,1335,0
3753,462,365,0
4005,600,845,0
533,284,1215,1
3087,178,959,0
3362,305,925,0
834,381,5,1
2938,72,880,0
521,284,740,1
2349,1189,49,1
2067,962,1176,1
3887,519,1067,0
4211,659,681,0
3199,209,251,0
3412,317,1110,0
3130,188,767,0
2661,1344,507,1
2115,1004,740,1
1313,612,467,1
4076,612,504,0
4723,882,435,0
2234,1097,1356,1
3708,456,494,0
1728,769,1186,1
819,367,1344,1
3621,392,389,0
5153,1202,1134,0
460,221,526,1
1898,874,66,1
3002,116,1406,0
1444,659,253,1
4728,882,722,0
4391,726,1224,0
2618,1303,1344,1
1273,606,806,1
4540,823,926,0
3213,217,418,0
194,74,931,1
2567,1258,1364,1
4265,671,912,0
3958,584,765,0
4207,659,989,0
761,360,286,1
5174,1215,162,0
4407,736,379,0
5203,1227,264,0
2371,1189,848,1
1195,584,843,1
2743,1364,1138,1
2381,1189,1023,1
1295,609,209,1
4838,973,68,0
387,193,1343,1
495,261,383,1
3715,456,299,0
927,454,868,1
3888,519,516,0
2104,995,454,1
3320,292,1194,0
2411,1215,725,1
4103,612,45,0
4708,879,974,0
3433,332,158,0
676,332,848,1
945,456,885,1
1822,848,606,1
900,448,313,1
1644,736,826,1
1502,671,454,1
365,188,1000,1
807,367,675,1
1777,823,704,1
2843,34,1057,0
196,74,1194,1
2022,932,903,1
3732,460,1268,0
1359,612,432,1
2904,56,1117,0
324,178,980,1
3072,160,604,0
4338,691,615,0
4836,968,209,0
32,32,666,1
178,72,257,1
509,277,367,1
782,365,1248,1
3272,277,321,0
5178,1215,923,0
4317,680,187,0
4887,1027,1398,0
2726,1364,931,1
3942,558,1178,0
3258,261,711,0
5381,1303,186,0
4353,693,1257,0
1173,558,1134,1
3690,454,798,0
298,156,1364,1
1960,882,791,1
4726,882,904,0
5438,1344,1376,0
930,454,879,1
3704,454,748,0
5506,1364,1064,0
3654,432,458,0
3296,284,1029,0
1027,487,839,1
3570,367,1356,0
1133,534,659,1
1420,642,166,1
5042,1138,401,0
2517,1245,367,1
3592,381,230,0
2622,1312,454,1
3545,365,964,0
857,392,1097,1
557,292,1311,1
5232,1243,91,0
73,34,879,1
