Unnamed: 0,TF,Target,Label
8969,361,66,0
8441,355,705,0
621,56,750,1
9698,374,240,0
1025,110,490,1
1292,175,396,1
2708,873,388,1
4192,62,265,0
4085,56,377,0
1717,399,76,1
411,43,249,1
1483,355,33,1
2804,900,469,1
8071,305,676,0
485,49,626,1
2263,558,651,1
845,62,859,1
5948,190,88,0
14852,618,665,0
7357,297,232,0
11383,443,5,0
3999,56,765,0
13737,558,438,0
1078,110,766,1
45,43,516,1
15805,624,715,0
13918,558,904,0
2957,908,235,1
3664,49,583,0
2475,740,546,1
787,62,71,1
17576,805,7,0
17524,805,514,0
2443,740,255,1
2550,740,891,1
3117,43,650,0
1161,175,678,1
2985,908,279,1
670,62,83,1
2928,908,741,1
32,43,610,1
700,62,508,1
2751,895,546,1
2931,908,397,1
266,43,241,1
8974,361,324,0
7752,305,247,0
907,110,283,1
20612,908,216,0
14614,584,170,0
7891,305,575,0
18344,873,689,0
2330,558,0,1
2875,908,493,1
17650,805,184,0
5591,187,477,0
3152,43,818,0
817,62,720,1
13760,558,685,0
12369,515,683,0
7055,259,556,0
506,56,345,1
3765,56,112,0
7018,259,765,0
2307,558,743,1
16350,654,64,0
1607,399,513,1
1538,399,586,1
52,43,45,1
14516,584,804,0
2106,532,214,1
2618,793,614,1
17644,805,715,0
298,43,820,1
19916,900,845,0
1302,175,666,1
3479,49,542,0
13981,558,727,0
3130,43,415,0
13067,516,99,0
5997,190,388,0
12816,516,899,0
1406,259,578,1
102,43,836,1
1832,443,838,1
19166,895,669,0
20468,908,619,0
1651,399,648,1
291,43,279,1
2258,558,487,1
1913,443,736,1
257,43,749,1
555,56,156,1
2947,908,438,1
2871,908,165,1
16830,740,736,0
7234,297,236,0
2815,908,376,1
478,43,765,1
6967,259,628,0
1961,454,604,1
1366,175,241,1
1813,443,908,1
20142,900,434,0
15620,624,892,0
1907,443,204,1
2093,516,341,1
2382,618,205,1
1375,175,124,1
9320,361,677,0
10924,407,99,0
13443,532,467,0
11266,443,72,0
1791,443,22,1
6608,259,44,0
139,43,622,1
13812,558,688,0
2365,618,644,1
188,43,747,1
3088,43,816,0
13048,516,791,0
18134,873,69,0
15378,624,223,0
5310,187,785,0
15870,654,180,0
3737,49,482,0
767,62,138,1
7735,305,695,0
4599,110,319,0
19533,895,601,0
2986,908,120,1
2561,740,290,1
6970,259,852,0
15003,618,664,0
1702,399,340,1
1743,407,550,1
10677,407,235,0
149,43,508,1
3132,43,557,0
8639,355,704,0
10127,399,34,0
13239,532,468,0
16535,740,479,0
2355,618,605,1
2736,895,467,1
2155,558,744,1
8833,361,319,0
2577,740,340,1
16957,793,24,0
16210,654,209,0
567,56,92,1
14,43,547,1
528,56,43,1
1405,259,513,1
10916,407,105,0
2852,908,182,1
16865,793,644,0
8451,355,635,0
1149,175,64,1
17746,805,815,0
18756,882,610,0
2645,793,470,1
8034,305,187,0
203,43,357,1
12370,515,856,0
5709,187,88,0
299,43,586,1
192,43,225,1
2890,908,803,1
1057,110,398,1
11922,515,365,0
744,62,535,1
14641,584,237,0
416,43,533,1
527,56,210,1
13704,558,105,0
10228,399,789,0
2186,558,253,1
51,43,146,1
15817,654,253,0
1397,175,752,1
1407,259,138,1
12703,516,225,0
196,43,631,1
8765,355,35,0
1207,175,114,1
7878,305,208,0
17490,805,770,0
781,62,55,1
16710,740,780,0
2918,908,52,1
15026,618,557,0
1867,443,47,1
63,43,784,1
554,56,267,1
1950,443,192,1
10141,399,739,0
20255,900,258,0
17487,805,507,0
1517,399,452,1
3198,49,832,0
11450,454,255,0
10526,407,813,0
929,110,517,1
5299,187,319,0
211,43,572,1
2620,793,500,1
93,43,36,1
5964,190,559,0
14521,584,352,0
16201,654,483,0
4056,56,618,0
2025,454,601,1
0,43,474,1
533,56,381,1
2566,740,6,1
9661,374,764,0
479,43,333,1
1286,175,79,1
12322,515,179,0
949,110,906,1
1711,399,440,1
8761,355,202,0
11987,515,545,0
1962,454,578,1
532,56,146,1
13276,532,6,0
14949,618,851,0
5747,187,193,0
2387,618,591,1
7593,297,220,0
2574,740,800,1
1146,175,230,1
6664,259,613,0
14147,584,278,0
1094,110,793,1
12255,515,34,0
8490,355,733,0
4899,110,458,0
5128,175,332,0
44,43,894,1
2663,793,386,1
174,43,626,1
11185,443,612,0
19677,895,89,0
9350,361,303,0
12507,515,314,0
15915,654,216,0
1195,175,575,1
15812,624,899,0
1457,305,759,1
8939,361,126,0
5181,175,470,0
7745,305,673,0
175,43,370,1
2898,908,335,1
1488,355,454,1
256,43,305,1
650,56,797,1
194,43,583,1
11347,443,677,0
1731,407,536,1
1241,175,294,1
2677,793,39,1
15181,618,126,0
756,62,443,1
1462,355,629,1
8844,361,556,0
16299,654,764,0
2022,454,680,1
3780,56,465,0
11618,454,250,0
564,56,102,1
565,56,607,1
18498,873,778,0
19514,895,613,0
11636,454,413,0
16445,740,602,0
8605,355,727,0
2672,793,833,1
2360,618,470,1
5658,187,418,0
17620,805,469,0
831,62,883,1
12032,515,663,0
16174,654,436,0
16073,654,46,0
10090,399,476,0
2555,740,613,1
2295,558,461,1
8306,355,113,0
543,56,570,1
2367,618,372,1
16314,654,31,0
1978,454,446,1
14182,584,275,0
1777,407,33,1
3229,49,541,0
144,43,119,1
764,62,743,1
9985,374,34,0
2023,454,105,1
