Unnamed: 0,TF,Target,Label
3034,321,534,0
1068,461,465,1
2277,906,152,1
3946,671,12,0
993,427,283,1
3290,435,898,0
1334,572,411,1
4040,714,628,0
4552,901,58,0
2488,119,794,0
2426,63,776,0
1893,772,645,1
529,252,752,1
3905,667,863,0
3236,402,674,0
3149,355,332,0
3915,667,137,0
613,282,286,1
3622,572,909,0
3328,457,343,0
1824,752,98,1
3056,335,386,0
4469,885,4,0
3360,461,730,0
3938,670,711,0
1405,606,613,1
2777,239,139,0
742,321,103,1
1852,760,453,1
1104,471,572,1
3641,577,189,0
932,396,562,1
3720,607,519,0
2132,857,584,1
1347,577,361,1
2718,212,8,0
4424,857,807,0
2403,54,908,0
2009,809,642,1
2905,282,338,0
930,390,658,1
2964,298,794,0
2924,286,909,0
695,304,803,1
1472,624,321,1
2194,885,269,1
2660,201,293,0
422,211,367,1
3897,667,769,0
482,239,650,1
3525,531,565,0
1330,572,667,1
3947,671,245,0
1748,714,453,1
1654,671,755,1
1994,808,411,1
3332,457,103,0
4072,736,702,0
1090,465,198,1
668,298,699,1
229,152,302,1
3907,667,285,0
4301,809,670,0
1655,671,715,1
4347,838,721,0
632,286,336,1
4379,848,813,0
1525,644,431,1
2003,809,667,1
111,54,345,1
2028,824,853,1
4166,765,771,0
3626,572,277,0
4359,839,383,0
479,239,642,1
3849,654,765,0
4553,901,316,0
3404,472,897,0
2137,858,351,1
196,119,803,1
29,30,853,1
1557,654,129,1
1187,498,360,1
2388,52,313,0
3706,607,394,0
2392,52,506,0
1605,667,342,1
3697,606,20,0
3817,644,848,0
674,298,595,1
100,52,311,1
1040,457,787,1
3123,351,192,0
2261,901,562,1
3599,571,757,0
831,351,496,1
4286,808,148,0
3353,461,337,0
3606,571,684,0
1874,765,869,1
1313,571,591,1
1632,667,62,1
2206,885,681,1
1938,788,906,1
96,52,322,1
2960,298,318,0
3470,498,496,0
1503,641,671,1
1840,757,732,1
4337,832,429,0
3382,465,107,0
134,63,780,1
368,201,152,1
2521,152,509,0
1844,759,681,1
1112,472,2,1
3222,390,715,0
2774,239,120,0
485,239,898,1
1646,670,162,1
4116,752,471,0
4486,885,471,0
2055,838,750,1
1971,803,43,1
4263,803,499,0
4144,760,758,0
4393,850,41,0
3479,498,111,0
1428,607,613,1
2336,31,811,0
1623,667,650,1
3241,411,287,0
962,411,336,1
3886,660,125,0
3795,641,462,0
3296,450,353,0
1036,457,760,1
4136,759,317,0
611,282,383,1
1314,571,496,1
4117,752,893,0
2260,901,655,1
4569,906,586,0
857,355,335,1
4320,824,44,0
2903,282,221,0
1349,577,30,1
2087,848,849,1
4295,809,599,0
2045,832,618,1
1513,642,621,1
2539,152,707,0
321,195,906,1
4429,858,90,0
2814,250,636,0
1780,736,351,1
2101,850,496,1
1233,531,450,1
4185,772,12,0
4033,708,724,0
3254,411,390,0
3578,568,269,0
949,411,808,1
1761,717,857,1
1825,752,809,1
420,211,571,1
2058,838,336,1
1741,708,655,1
998,435,585,1
4394,853,808,0
4174,765,628,0
522,250,335,1
44,31,70,1
426,212,485,1
247,152,677,1
4053,717,395,0
4575,909,176,0
2283,909,574,1
2999,307,630,0
2067,839,841,1
3396,471,899,0
3933,668,324,0
2966,298,127,0
3805,642,93,0
1613,667,803,1
672,298,587,1
944,402,259,1
1178,498,273,1
3224,396,215,0
4350,838,831,0
4132,757,777,0
2714,211,745,0
1004,450,427,1
764,335,254,1
56,32,16,1
1307,571,45,1
1061,461,16,1
4498,885,597,0
2574,164,558,0
2987,304,784,0
3924,667,634,0
3285,427,615,0
1410,606,492,1
2613,195,868,0
2772,239,245,0
1414,607,305,1
707,307,624,1
2321,30,842,0
3639,577,518,0
3702,606,405,0
1286,568,189,1
480,239,307,1
3605,571,345,0
2102,853,885,1
2348,32,520,0
445,229,337,1
4230,788,438,0
2821,252,509,0
2712,211,590,0
3764,624,724,0
1641,668,311,1
2737,229,198,0
1615,667,219,1
282,164,674,1
1594,660,275,1
1882,765,853,1
2771,239,227,0
2177,885,10,1
