Unnamed: 0,TF,Target,Label
486,253,255,1
1412,639,962,1
3936,558,1016,0
1845,853,68,1
4484,765,381,0
4710,879,38,0
3085,178,757,0
2996,108,428,0
5091,1155,1293,0
4249,670,289,0
471,228,1343,1
2469,1243,534,1
3896,534,957,0
4608,853,496,0
5489,1364,323,0
3284,284,30,0
5112,1189,55,0
1945,879,1231,1
2619,1303,878,1
3306,287,55,0
748,347,1121,1
2446,1231,1374,1
4593,848,75,0
5259,1245,229,0
5193,1222,949,0
4122,612,115,0
80,34,1216,1
1830,848,659,1
2514,1245,1074,1
4972,1053,569,0
941,454,868,1
450,217,891,1
1448,659,732,1
2559,1258,66,1
3860,511,463,0
2440,1227,147,1
4772,931,343,0
4014,600,246,0
322,178,805,1
2746,1364,1019,1
175,72,477,1
2430,1222,372,1
1380,612,1063,1
952,456,1005,1
2675,1344,305,1
5509,1364,833,0
1939,879,1249,1
2795,32,840,0
3249,253,487,0
4143,612,60,0
1965,882,959,1
4212,659,217,0
3693,454,717,0
239,116,74,1
5385,1312,619,0
1765,807,448,1
5322,1258,115,0
5330,1258,768,0
1340,612,1207,1
4702,879,610,0
4528,807,626,0
2009,931,675,1
1097,511,1350,1
4058,609,1120,0
1449,659,297,1
3234,228,583,0
2836,34,1055,0
1125,519,1398,1
4830,962,300,0
543,287,1243,1
1575,691,1245,1
4120,612,270,0
5144,1189,1149,0
436,209,609,1
2390,1202,892,1
1554,680,807,1
4491,769,1320,0
2075,973,534,1
1628,726,784,1
1124,519,303,1
858,392,874,1
3061,156,1229,0
3439,332,58,0
916,454,5,1
5280,1245,648,0
2502,1245,454,1
1357,612,1313,1
1963,882,294,1
829,381,1245,1
3679,454,1167,0
1590,693,558,1
4661,874,332,0
1721,765,1378,1
5265,1245,849,0
599,305,141,1
4430,740,17,0
4785,932,125,0
4878,1004,638,0
4036,606,416,0
891,432,465,1
5471,1364,51,0
1179,558,141,1
670,332,1029,1
2209,1053,913,1
309,160,754,1
2279,1138,1245,1
2941,72,1153,0
5424,1344,1097,0
4175,639,641,0
1947,879,620,1
2708,1364,195,1
3128,188,763,0
4740,899,1137,0
4585,848,934,0
649,317,976,1
2073,968,1053,1
1242,600,1341,1
5382,1303,122,0
5096,1176,1291,0
3150,193,315,0
3790,487,1032,0
4624,853,1010,0
1486,670,931,1
2328,1155,1319,1
990,462,642,1
3511,347,647,0
3524,360,1256,0
5277,1245,1178,0
233,108,670,1
5209,1231,618,0
1861,853,357,1
3223,221,1379,0
2678,1344,769,1
1244,600,1206,1
969,460,878,1
4997,1097,678,0
4867,995,415,0
2124,1027,195,1
1251,600,1048,1
4007,600,541,0
2957,74,1169,0
1977,899,809,1
4183,642,548,0
3582,367,798,0
141,56,1364,1
2496,1245,1342,1
2959,74,702,0
5134,1189,446,0
3597,381,262,0
367,188,1169,1
4846,982,572,0
2083,982,236,1
3663,448,370,0
3620,392,1356,0
1667,740,675,1
2415,1215,646,1
2333,1176,612,1
5441,1344,887,0
3753,462,1219,0
4005,600,1218,0
533,284,1245,1
3087,178,1394,0
3362,305,282,0
834,381,1027,1
2938,72,881,0
521,284,1303,1
2349,1189,460,1
2067,962,318,1
3887,519,97,0
4211,659,784,0
3199,209,808,0
3412,317,1409,0
3130,188,486,0
2661,1344,367,1
2115,1004,500,1
1313,612,1033,1
4076,612,480,0
4723,882,614,0
2234,1097,1245,1
3708,456,427,0
1728,769,1057,1
819,367,670,1
3621,392,1270,0
5153,1202,442,0
460,221,1222,1
1898,874,346,1
3002,116,664,0
1444,659,465,1
4728,882,385,0
4391,726,789,0
2618,1303,879,1
1273,606,982,1
4540,823,1398,0
3213,217,1098,0
194,74,903,1
2567,1258,130,1
4265,671,388,0
3958,584,514,0
4207,659,288,0
761,360,242,1
5174,1215,996,0
4407,736,1078,0
5203,1227,65,0
2371,1189,195,1
1195,584,784,1
2743,1364,1182,1
2381,1189,284,1
1295,609,729,1
4838,973,837,0
387,193,1344,1
495,261,26,1
3715,456,434,0
927,454,1312,1
3888,519,488,0
2104,995,1245,1
3320,292,81,0
2411,1215,130,1
4103,612,1044,0
4708,879,600,0
3433,332,1145,0
676,332,982,1
945,456,1287,1
1822,848,465,1
900,448,385,1
1644,736,381,1
1502,671,635,1
365,188,292,1
807,367,810,1
1777,823,465,1
2843,34,1312,0
196,74,116,1
2022,932,89,1
3732,460,170,0
1359,612,1250,1
2904,56,1015,0
324,178,842,1
3072,160,419,0
4338,691,887,0
4836,968,113,0
32,32,612,1
178,72,1357,1
509,277,740,1
782,365,980,1
3272,277,524,0
5178,1215,793,0
4317,680,131,0
4887,1027,1040,0
2726,1364,1350,1
3942,558,86,0
3258,261,101,0
5381,1303,607,0
4353,693,65,0
1173,558,242,1
3690,454,159,0
298,156,588,1
1960,882,746,1
4726,882,1349,0
5438,1344,1014,0
930,454,197,1
3704,454,499,0
5506,1364,57,0
3654,432,33,0
3296,284,1157,0
1027,487,46,1
3570,367,721,0
1133,534,973,1
1420,642,226,1
5042,1138,687,0
2517,1245,1288,1
3592,381,313,0
2622,1312,675,1
3545,365,1231,0
857,392,675,1
557,292,1340,1
5232,1243,826,0
73,34,1344,1
