Unnamed: 0,TF,Target,Label
3034,321,757,0
1068,461,265,1
2277,906,195,1
3946,671,9,0
993,427,62,1
3290,435,107,0
1334,572,892,1
4040,714,418,0
4552,901,581,0
2488,119,233,0
2426,63,403,0
1893,772,808,1
529,252,179,1
3905,667,393,0
3236,402,576,0
3149,355,616,0
3915,667,485,0
613,282,541,1
3622,572,168,0
3328,457,315,0
1824,752,336,1
3056,335,412,0
4469,885,299,0
3360,461,96,0
3938,670,145,0
1405,606,678,1
2777,239,628,0
742,321,282,1
1852,760,453,1
1104,471,336,1
3641,577,57,0
932,396,492,1
3720,607,434,0
2132,857,128,1
1347,577,307,1
2718,212,674,0
4424,857,692,0
2403,54,861,0
2009,809,302,1
2905,282,118,0
930,390,316,1
2964,298,483,0
2924,286,616,0
695,304,30,1
1472,624,336,1
2194,885,80,1
2660,201,678,0
422,211,496,1
3897,667,569,0
482,239,219,1
3525,531,738,0
1330,572,242,1
3947,671,781,0
1748,714,671,1
1654,671,761,1
1994,808,588,1
3332,457,373,0
4072,736,707,0
1090,465,885,1
668,298,319,1
229,152,241,1
3907,667,478,0
4301,809,582,0
1655,671,658,1
4347,838,608,0
632,286,239,1
4379,848,718,0
1525,644,557,1
2003,809,742,1
111,54,753,1
2028,824,43,1
4166,765,769,0
3626,572,689,0
4359,839,337,0
479,239,650,1
3849,654,344,0
4553,901,471,0
3404,472,303,0
2137,858,909,1
196,119,803,1
29,30,885,1
1557,654,129,1
1187,498,674,1
2388,52,400,0
3706,607,51,0
2392,52,36,0
1605,667,787,1
3697,606,261,0
3817,644,349,0
674,298,787,1
100,52,750,1
1040,457,671,1
3123,351,82,0
2261,901,161,1
3599,571,325,0
831,351,211,1
4286,808,683,0
3353,461,173,0
3606,571,555,0
1874,765,190,1
1313,571,336,1
1632,667,906,1
2206,885,278,1
1938,788,336,1
96,52,667,1
2960,298,181,0
3470,498,425,0
1503,641,298,1
1840,757,732,1
4337,832,781,0
3382,465,12,0
134,63,468,1
368,201,351,1
2521,152,876,0
1844,759,512,1
1112,472,50,1
3222,390,375,0
2774,239,843,0
485,239,321,1
1646,670,128,1
4116,752,317,0
4486,885,587,0
2055,838,286,1
1971,803,715,1
4263,803,347,0
4144,760,894,0
4393,850,663,0
3479,498,871,0
1428,607,546,1
2336,31,518,0
1623,667,838,1
3241,411,317,0
962,411,780,1
3886,660,504,0
3795,641,777,0
3296,450,409,0
1036,457,885,1
4136,759,15,0
611,282,622,1
1314,571,637,1
4117,752,72,0
2260,901,35,1
4569,906,194,0
857,355,31,1
4320,824,689,0
2903,282,902,0
1349,577,411,1
2087,848,849,1
4295,809,436,0
2045,832,506,1
1513,642,646,1
2539,152,637,0
321,195,351,1
4429,858,68,0
2814,250,761,0
1780,736,239,1
2101,850,402,1
1233,531,336,1
4185,772,67,0
4033,708,218,0
3254,411,472,0
3578,568,860,0
949,411,152,1
1761,717,618,1
1825,752,32,1
420,211,667,1
2058,838,52,1
1741,708,690,1
998,435,512,1
4394,853,730,0
4174,765,174,0
522,250,803,1
44,31,268,1
426,212,762,1
247,152,62,1
4053,717,639,0
4575,909,116,0
2283,909,858,1
2999,307,236,0
2067,839,77,1
3396,471,509,0
3933,668,755,0
2966,298,830,0
3805,642,852,0
1613,667,201,1
672,298,30,1
944,402,464,1
1178,498,305,1
3224,396,712,0
4350,838,301,0
4132,757,543,0
2714,211,120,0
1004,450,531,1
764,335,30,1
56,32,16,1
1307,571,671,1
1061,461,10,1
4498,885,125,0
2574,164,663,0
2987,304,192,0
3924,667,210,0
3285,427,728,0
1410,606,54,1
2613,195,666,0
2772,239,534,0
1414,607,421,1
707,307,252,1
2321,30,149,0
3639,577,73,0
3702,606,877,0
1286,568,239,1
480,239,372,1
3605,571,684,0
2102,853,335,1
2348,32,363,0
445,229,622,1
4230,788,8,0
2821,252,623,0
2712,211,222,0
3764,624,362,0
1641,668,383,1
2737,229,581,0
1615,667,650,1
282,164,674,1
1594,660,472,1
1882,765,248,1
2771,239,580,0
2177,885,760,1
