Unnamed: 0,TF,Target,Label
8969,361,822,0
8441,355,666,0
621,56,532,1
9698,374,297,0
1025,110,435,1
1292,175,909,1
2708,873,468,1
4192,62,370,0
4085,56,133,0
1717,399,386,1
411,43,563,1
1483,355,385,1
2804,900,495,1
8071,305,99,0
485,49,626,1
2263,558,476,1
845,62,755,1
5948,190,515,0
14852,618,651,0
7357,297,573,0
11383,443,356,0
3999,56,338,0
13737,558,32,0
1078,110,865,1
45,43,211,1
15805,624,565,0
13918,558,309,0
2957,908,632,1
3664,49,469,0
2475,740,873,1
787,62,236,1
17576,805,765,0
17524,805,830,0
2443,740,804,1
2550,740,619,1
3117,43,138,0
1161,175,376,1
2985,908,235,1
670,62,24,1
2928,908,777,1
32,43,525,1
700,62,787,1
2751,895,128,1
2931,908,494,1
266,43,509,1
8974,361,258,0
7752,305,63,0
907,110,35,1
20612,908,650,0
14614,584,332,0
7891,305,512,0
18344,873,60,0
2330,558,180,1
2875,908,665,1
17650,805,421,0
5591,187,725,0
3152,43,878,0
817,62,98,1
13760,558,826,0
12369,515,187,0
7055,259,519,0
506,56,891,1
3765,56,478,0
7018,259,319,0
2307,558,424,1
16350,654,334,0
1607,399,83,1
1538,399,483,1
52,43,28,1
14516,584,46,0
2106,532,461,1
2618,793,174,1
17644,805,752,0
298,43,458,1
19916,900,602,0
1302,175,869,1
3479,49,748,0
13981,558,695,0
3130,43,813,0
13067,516,361,0
5997,190,429,0
12816,516,739,0
1406,259,467,1
102,43,222,1
1832,443,165,1
19166,895,574,0
20468,908,893,0
1651,399,146,1
291,43,151,1
2258,558,896,1
1913,443,813,1
257,43,157,1
555,56,97,1
2947,908,190,1
2871,908,204,1
16830,740,594,0
7234,297,693,0
2815,908,376,1
478,43,624,1
6967,259,418,0
1961,454,589,1
1366,175,168,1
1813,443,344,1
20142,900,454,0
15620,624,480,0
1907,443,841,1
2093,516,707,1
2382,618,635,1
1375,175,549,1
9320,361,32,0
10924,407,127,0
13443,532,313,0
11266,443,816,0
1791,443,122,1
6608,259,629,0
139,43,297,1
13812,558,371,0
2365,618,219,1
188,43,165,1
3088,43,140,0
13048,516,727,0
18134,873,902,0
15378,624,564,0
5310,187,502,0
15870,654,225,0
3737,49,347,0
767,62,585,1
7735,305,642,0
4599,110,752,0
19533,895,266,0
2986,908,707,1
2561,740,849,1
6970,259,538,0
15003,618,478,0
1702,399,558,1
1743,407,474,1
10677,407,411,0
149,43,320,1
3132,43,852,0
8639,355,562,0
10127,399,583,0
13239,532,757,0
16535,740,884,0
2355,618,741,1
2736,895,624,1
2155,558,565,1
8833,361,293,0
2577,740,125,1
16957,793,261,0
16210,654,441,0
567,56,0,1
14,43,173,1
528,56,307,1
1405,259,901,1
10916,407,491,0
2852,908,879,1
16865,793,6,0
8451,355,244,0
1149,175,585,1
17746,805,65,0
18756,882,536,0
2645,793,826,1
8034,305,887,0
203,43,163,1
12370,515,338,0
5709,187,903,0
299,43,252,1
192,43,155,1
2890,908,4,1
1057,110,294,1
11922,515,664,0
744,62,418,1
14641,584,427,0
416,43,740,1
527,56,804,1
13704,558,183,0
10228,399,106,0
2186,558,843,1
51,43,723,1
15817,654,692,0
1397,175,439,1
1407,259,759,1
12703,516,661,0
196,43,848,1
8765,355,672,0
1207,175,694,1
7878,305,683,0
17490,805,894,0
781,62,757,1
16710,740,427,0
2918,908,192,1
15026,618,242,0
1867,443,905,1
63,43,806,1
554,56,123,1
1950,443,867,1
10141,399,410,0
20255,900,431,0
17487,805,425,0
1517,399,856,1
3198,49,99,0
11450,454,763,0
10526,407,717,0
929,110,785,1
5299,187,288,0
211,43,131,1
2620,793,882,1
93,43,278,1
5964,190,846,0
14521,584,687,0
16201,654,190,0
4056,56,791,0
2025,454,292,1
0,43,564,1
533,56,741,1
2566,740,669,1
9661,374,104,0
479,43,115,1
1286,175,732,1
12322,515,477,0
949,110,251,1
1711,399,407,1
8761,355,551,0
11987,515,325,0
1962,454,230,1
532,56,110,1
13276,532,745,0
14949,618,474,0
5747,187,766,0
2387,618,846,1
7593,297,487,0
2574,740,229,1
1146,175,507,1
6664,259,416,0
14147,584,159,0
1094,110,180,1
12255,515,600,0
8490,355,365,0
4899,110,662,0
5128,175,597,0
44,43,192,1
2663,793,187,1
174,43,493,1
11185,443,824,0
19677,895,854,0
9350,361,740,0
12507,515,637,0
15915,654,879,0
1195,175,417,1
15812,624,485,0
1457,305,791,1
8939,361,472,0
5181,175,621,0
7745,305,323,0
175,43,842,1
2898,908,905,1
1488,355,812,1
256,43,634,1
650,56,294,1
194,43,288,1
11347,443,618,0
1731,407,301,1
1241,175,166,1
2677,793,461,1
15181,618,8,0
756,62,221,1
1462,355,306,1
8844,361,114,0
16299,654,718,0
2022,454,279,1
3780,56,153,0
11618,454,337,0
564,56,715,1
565,56,138,1
18498,873,710,0
19514,895,892,0
11636,454,512,0
16445,740,756,0
8605,355,907,0
2672,793,349,1
2360,618,309,1
5658,187,794,0
17620,805,615,0
831,62,68,1
12032,515,475,0
16174,654,189,0
16073,654,126,0
10090,399,769,0
2555,740,527,1
2295,558,621,1
8306,355,485,0
543,56,604,1
2367,618,771,1
16314,654,565,0
1978,454,743,1
14182,584,588,0
1777,407,62,1
3229,49,147,0
144,43,770,1
764,62,212,1
9985,374,29,0
2023,454,526,1
