Unnamed: 0,TF,Target,Label
3681,989,723,1
2471,643,272,1
1370,254,812,1
8525,234,31,0
30540,1364,1375,0
6781,158,347,0
1592,292,123,1
3098,890,93,1
2232,591,478,1
2575,643,343,1
1204,254,109,1
4039,1028,1053,1
7450,158,1164,0
3861,989,270,1
14463,444,1289,0
30169,1344,446,0
1504,292,62,1
296,70,497,1
22395,822,1343,0
3454,973,738,1
3964,1028,728,1
12760,346,642,0
4466,1371,400,1
1192,254,275,1
765,70,813,1
12284,346,371,0
25460,996,716,0
877,70,1002,1
633,70,1337,1
10979,292,41,0
2677,643,1257,1
1434,254,152,1
1961,591,884,1
23577,955,738,0
287,70,150,1
2093,591,306,1
8483,234,1312,0
26397,1028,903,0
393,70,1398,1
15115,525,303,0
28412,1273,384,0
31933,1371,636,0
16499,591,355,0
11058,292,833,0
11372,339,1375,0
3405,973,176,1
12132,339,1180,0
642,70,1152,1
2503,643,932,1
22621,890,448,0
14929,444,609,0
13120,346,608,0
31617,1371,141,0
16307,591,1199,0
26300,1028,344,0
10846,292,146,0
2664,643,693,1
10570,254,750,0
2840,717,38,1
6182,110,349,0
2451,643,1025,1
10928,292,428,0
5953,110,585,0
1426,254,1350,1
2924,717,640,1
14057,380,424,0
19538,706,1150,0
10746,254,639,0
16800,600,601,0
4999,2,405,0
17206,600,774,0
2201,591,733,1
15822,525,1244,0
20881,727,748,0
3855,989,926,1
16221,591,468,0
31667,1371,1137,0
33,2,350,1
230,70,4,1
3064,822,180,1
14788,444,738,0
21198,727,1201,0
11878,339,214,0
13845,380,753,0
1052,242,805,1
25059,989,21,0
10793,254,1203,0
26348,1028,313,0
4660,1371,1301,1
1351,254,691,1
18054,601,372,0
1729,292,262,1
7669,201,858,0
3745,989,717,1
8,2,1282,1
22999,890,1096,0
2370,643,1377,1
30218,1344,337,0
3574,973,679,1
23637,955,477,0
2753,717,937,1
18507,643,682,0
926,110,288,1
859,70,145,1
22077,822,725,0
1846,292,705,1
