Unnamed: 0,TF,Target,Label
3681,989,689,1
2471,643,186,1
1370,254,632,1
8525,234,73,0
30540,1364,160,0
6781,158,402,0
1592,292,824,1
3098,890,364,1
2232,591,1362,1
2575,643,436,1
1204,254,1212,1
4039,1028,149,1
7450,158,910,0
3861,989,386,1
14463,444,650,0
30169,1344,383,0
1504,292,261,1
296,70,512,1
22395,822,224,0
3454,973,532,1
3964,1028,274,1
12760,346,573,0
4466,1371,1400,1
1192,254,1184,1
765,70,60,1
12284,346,1349,0
25460,996,107,0
877,70,74,1
633,70,1264,1
10979,292,1049,0
2677,643,277,1
1434,254,0,1
1961,591,1253,1
23577,955,649,0
287,70,690,1
2093,591,923,1
8483,234,799,0
26397,1028,1399,0
393,70,1137,1
15115,525,513,0
28412,1273,389,0
31933,1371,298,0
16499,591,1207,0
11058,292,139,0
11372,339,691,0
3405,973,529,1
12132,339,1371,0
642,70,903,1
2503,643,1367,1
22621,890,798,0
14929,444,784,0
13120,346,1372,0
31617,1371,635,0
16307,591,406,0
26300,1028,96,0
10846,292,1075,0
2664,643,820,1
10570,254,785,0
2840,717,1046,1
6182,110,1118,0
2451,643,1297,1
10928,292,680,0
5953,110,155,0
1426,254,397,1
2924,717,580,1
14057,380,461,0
19538,706,1258,0
10746,254,706,0
16800,600,1139,0
4999,2,448,0
17206,600,1217,0
2201,591,628,1
15822,525,876,0
20881,727,404,0
3855,989,95,1
16221,591,64,0
31667,1371,361,0
33,2,1163,1
230,70,507,1
3064,822,279,1
14788,444,1082,0
21198,727,987,0
11878,339,1021,0
13845,380,1221,0
1052,242,514,1
25059,989,637,0
10793,254,91,0
26348,1028,1283,0
4660,1371,146,1
1351,254,143,1
18054,601,21,0
1729,292,1077,1
7669,201,182,0
3745,989,414,1
8,2,790,1
22999,890,352,0
2370,643,769,1
30218,1344,1147,0
3574,973,13,1
23637,955,57,0
2753,717,432,1
18507,643,269,0
926,110,269,1
859,70,896,1
22077,822,1005,0
1846,292,1127,1
30430,1344,1060,0
3434,973,595,1
4198,1028,154,1
1157,254,529,1
4654,1371,504,1
530,70,1036,1
3013,717,478,1
3254,973,645,1
20644,727,334,0
227,70,529,1
2406,643,317,1
25967,996,1148,0
12825,346,366,0
1583,292,1123,1
23209,890,787,0
544,70,1397,1
5631,70,784,0
30962,1364,776,0
24709,973,1299,0
15203,525,444,0
2587,643,524,1
29702,1344,579,0
79,2,1353,1
949,110,1239,1
1992,591,65,1
626,70,717,1
1102,254,183,1
21346,727,849,0
31917,1371,406,0
2977,717,728,1
2069,591,571,1
3333,973,1286,1
533,70,316,1
30434,1344,195,0
19752,706,825,0
1752,292,279,1
10336,254,21,0
4722,1371,397,1
794,70,169,1
3935,996,597,1
21083,727,1404,0
534,70,909,1
21067,727,885,0
9558,242,175,0
3626,989,246,1
199,70,30,1
996,158,1047,1
2398,643,1295,1
16548,591,219,0
21328,727,85,0
30955,1364,779,0
17748,601,1028,0
25643,996,1387,0
20060,717,1227,0
23348,955,1239,0
2952,717,563,1
22530,890,587,0
15437,525,445,0
20900,727,1258,0
20383,717,770,0
1874,292,552,1
6627,158,313,0
3793,989,1039,1
14858,444,753,0
2810,717,844,1
2543,643,860,1
1438,292,514,1
6879,158,177,0
17737,601,74,0
800,70,278,1
10778,254,446,0
4366,1344,833,1
3309,973,23,1
2329,601,951,1
3934,996,543,1
5706,110,406,0
2254,591,1011,1
100,2,1364,1
2778,717,519,1
14770,444,846,0
31218,1364,1265,0
3357,973,158,1
7910,201,397,0
1864,292,1285,1
27844,1273,511,0
8912,234,478,0
8306,201,1074,0
11018,292,335,0
3848,989,776,1
2678,643,699,1
25531,996,1360,0
13026,346,188,0
15130,525,291,0
28643,1273,1003,0
2554,643,548,1
26,2,256,1
1374,254,1005,1
20662,727,1138,0
1321,254,787,1
9945,242,1367,0
25045,989,639,0
3264,973,1033,1
2530,643,766,1
2588,643,1068,1
3308,973,297,1
4177,1028,500,1
17300,600,283,0
1378,254,395,1
23,2,872,1
3329,973,105,1
19079,706,531,0
787,70,533,1
17978,601,1395,0
30551,1364,400,0
144,2,656,1
26896,1028,1361,0
4611,1371,306,1
29100,1329,118,0
812,70,378,1
177,70,570,1
69,2,580,1
4595,1371,84,1
2447,643,674,1
2104,591,566,1
1741,292,1317,1
3270,973,912,1
9616,242,1008,0
4196,1028,169,1
13980,380,1192,0
2252,591,672,1
19283,706,912,0
1503,292,432,1
429,70,1308,1
26117,996,468,0
29617,1344,599,0
5154,2,794,0
1038,242,1061,1
12918,346,840,0
4435,1371,1236,1
2211,591,1105,1
179,70,653,1
596,70,1005,1
3413,973,322,1
3179,955,417,1
721,70,764,1
1264,254,275,1
4708,1371,67,1
12457,346,749,0
12884,346,41,0
30052,1344,941,0
7956,201,1016,0
28613,1273,1362,0
10222,242,692,0
9011,234,1072,0
26436,1028,1058,0
828,70,215,1
14801,444,225,0
589,70,528,1
8570,234,903,0
2629,643,858,1
4033,1028,860,1
26956,1102,933,0
14305,444,1059,0
24328,973,239,0
29751,1344,1230,0
23541,955,422,0
23640,955,331,0
29526,1329,1198,0
29046,1329,1274,0
26354,1028,435,0
4173,1028,971,1
3350,973,864,1
31464,1371,1206,0
9539,242,1198,0
23325,955,1232,0
24157,973,51,0
28745,1273,134,0
4342,1329,1314,1
12773,346,1331,0
3159,955,1298,1
1550,292,67,1
3248,973,812,1
26310,1028,1212,0
1168,254,572,1
387,70,182,1
2499,643,1357,1
22973,890,398,0
2749,717,898,1
7007,158,628,0
16121,591,471,0
4246,1329,341,1
28233,1273,591,0
6215,110,46,0
4219,1102,616,1
23430,955,132,0
24481,973,294,0
1044,242,1370,1
12768,346,491,0
1513,292,1261,1
23455,955,210,0
2627,643,246,1
12051,339,392,0
3378,973,579,1
13582,380,103,0
3725,989,1251,1
416,70,1268,1
1897,339,1205,1
1164,254,907,1
4099,1028,1376,1
414,70,1355,1
2496,643,233,1
17021,600,534,0
8584,234,982,0
4580,1371,19,1
1175,254,821,1
2633,643,410,1
25144,989,1139,0
17638,601,1188,0
19709,706,228,0
3882,996,10,1
4241,1273,948,1
27391,1102,168,0
248,70,209,1
16324,591,1382,0
25697,996,632,0
11151,292,1341,0
1498,292,485,1
12085,339,1095,0
15886,525,1121,0
2617,643,301,1
1220,254,961,1
8819,234,89,0
1057,242,629,1
2614,643,61,1
1829,292,72,1
13489,380,826,0
471,70,1329,1
4469,1371,1277,1
2457,643,1164,1
1770,292,887,1
29313,1329,824,0
27761,1102,1006,0
1074,242,181,1
15307,525,1246,0
1020,201,546,1
8361,201,1009,0
497,70,1000,1
9245,234,812,0
18214,601,1215,0
3181,955,921,1
16047,591,1393,0
4513,1371,586,1
1780,292,452,1
373,70,812,1
465,70,545,1
16928,600,98,0
1162,254,379,1
11984,339,728,0
6883,158,1120,0
2638,643,204,1
12295,346,1027,0
1113,254,551,1
1740,292,604,1
291,70,526,1
13119,346,476,0
22389,822,662,0
1018,201,729,1
15465,525,599,0
5459,2,465,0
20274,717,315,0
4976,2,70,0
25943,996,67,0
297,70,165,1
691,70,461,1
16450,591,1040,0
11659,339,442,0
24425,973,182,0
13719,380,322,0
24760,989,720,0
10949,292,1069,0
11821,339,710,0
8796,234,864,0
1469,292,973,1
4420,1371,1409,1
2815,717,479,1
3783,989,902,1
2442,643,417,1
14782,444,902,0
7490,201,1391,0
2834,717,266,1
2562,643,1003,1
31000,1364,298,0
2820,717,668,1
7498,201,1019,0
30994,1364,1060,0
1936,525,1364,1
3997,1028,787,1
1483,292,45,1
1545,292,1366,1
9948,242,450,0
27257,1102,71,0
415,70,11,1
17370,600,102,0
16519,591,695,0
4567,1371,1389,1
29201,1329,314,0
22128,822,438,0
28884,1329,86,0
2876,717,890,1
9428,242,1192,0
915,110,463,1
11209,292,376,0
31145,1364,1062,0
4644,1371,1339,1
31401,1364,404,0
21823,822,1036,0
567,70,1359,1
14238,444,94,0
27723,1102,11,0
26694,1028,994,0
15918,525,581,0
1779,292,161,1
6897,158,1315,0
2292,601,831,1
911,70,261,1
2115,591,942,1
9576,242,137,0
12,2,1064,1
3573,973,440,1
3250,973,760,1
3534,973,69,1
14022,380,690,0
350,70,407,1
7114,158,1332,0
2283,601,720,1
22172,822,365,0
1128,254,265,1
19541,706,795,0
10912,292,951,0
1242,254,402,1
26432,1028,210,0
11248,292,735,0
14570,444,1134,0
11042,292,1067,0
20191,717,113,0
21168,727,1340,0
4319,1329,546,1
2266,600,163,1
1322,254,797,1
29294,1329,30,0
