Unnamed: 0,TF,Target,Label
3681,989,327,1
2471,643,297,1
1370,254,939,1
8525,234,1018,0
30540,1364,434,0
6781,158,486,0
1592,292,494,1
3098,890,1371,1
2232,591,306,1
2575,643,524,1
1204,254,331,1
4039,1028,149,1
7450,158,915,0
3861,989,752,1
14463,444,178,0
30169,1344,35,0
1504,292,897,1
296,70,288,1
22395,822,858,0
3454,973,656,1
3964,1028,40,1
12760,346,189,0
4466,1371,794,1
1192,254,896,1
765,70,1249,1
12284,346,759,0
25460,996,847,0
877,70,1400,1
633,70,670,1
10979,292,302,0
2677,643,678,1
1434,254,301,1
1961,591,316,1
23577,955,1263,0
287,70,624,1
2093,591,1353,1
8483,234,1321,0
26397,1028,419,0
393,70,1396,1
15115,525,878,0
28412,1273,1098,0
31933,1371,1155,0
16499,591,1199,0
11058,292,907,0
11372,339,335,0
3405,973,243,1
12132,339,105,0
642,70,242,1
2503,643,447,1
22621,890,638,0
14929,444,1131,0
13120,346,32,0
31617,1371,785,0
16307,591,1226,0
26300,1028,92,0
10846,292,673,0
2664,643,121,1
10570,254,606,0
2840,717,1201,1
6182,110,87,0
2451,643,500,1
10928,292,1213,0
5953,110,489,0
1426,254,943,1
2924,717,1103,1
14057,380,382,0
19538,706,608,0
10746,254,1113,0
16800,600,1268,0
4999,2,994,0
17206,600,970,0
2201,591,378,1
15822,525,178,0
20881,727,1110,0
3855,989,1304,1
16221,591,979,0
31667,1371,7,0
33,2,673,1
230,70,1013,1
3064,822,495,1
14788,444,1075,0
21198,727,900,0
11878,339,86,0
13845,380,531,0
1052,242,1296,1
25059,989,595,0
10793,254,26,0
26348,1028,1138,0
4660,1371,23,1
1351,254,39,1
18054,601,664,0
1729,292,1357,1
7669,201,439,0
3745,989,299,1
8,2,778,1
22999,890,1055,0
2370,643,550,1
30218,1344,494,0
3574,973,1304,1
23637,955,1182,0
2753,717,292,1
18507,643,1276,0
926,110,1140,1
859,70,499,1
22077,822,763,0
1846,292,1329,1
30430,1344,934,0
3434,973,860,1
4198,1028,1342,1
1157,254,187,1
4654,1371,34,1
530,70,351,1
3013,717,459,1
3254,973,189,1
20644,727,1397,0
227,70,919,1
2406,643,1359,1
25967,996,23,0
12825,346,110,0
1583,292,199,1
23209,890,100,0
544,70,170,1
5631,70,535,0
30962,1364,1320,0
24709,973,1073,0
15203,525,798,0
2587,643,1030,1
29702,1344,749,0
79,2,1353,1
949,110,306,1
1992,591,241,1
626,70,639,1
1102,254,391,1
21346,727,206,0
31917,1371,788,0
2977,717,1404,1
2069,591,800,1
3333,973,554,1
533,70,73,1
30434,1344,81,0
19752,706,927,0
1752,292,234,1
10336,254,1,0
4722,1371,1082,1
794,70,856,1
3935,996,982,1
21083,727,1385,0
534,70,1151,1
21067,727,813,0
9558,242,303,0
3626,989,554,1
199,70,1256,1
996,158,577,1
2398,643,228,1
16548,591,1288,0
21328,727,25,0
30955,1364,662,0
17748,601,160,0
25643,996,1408,0
20060,717,838,0
23348,955,799,0
2952,717,360,1
22530,890,677,0
15437,525,726,0
20900,727,724,0
20383,717,36,0
1874,292,911,1
6627,158,678,0
3793,989,829,1
14858,444,1110,0
2810,717,720,1
2543,643,430,1
1438,292,261,1
6879,158,830,0
17737,601,713,0
800,70,161,1
10778,254,784,0
4366,1344,1151,1
3309,973,183,1
2329,601,204,1
3934,996,1067,1
5706,110,867,0
2254,591,129,1
100,2,577,1
2778,717,364,1
14770,444,973,0
31218,1364,258,0
3357,973,778,1
7910,201,1000,0
1864,292,566,1
27844,1273,1296,0
8912,234,258,0
8306,201,39,0
11018,292,852,0
3848,989,316,1
2678,643,187,1
25531,996,1039,0
13026,346,1177,0
15130,525,691,0
28643,1273,821,0
2554,643,326,1
26,2,635,1
1374,254,1158,1
20662,727,750,0
1321,254,1043,1
9945,242,559,0
25045,989,817,0
3264,973,1006,1
2530,643,923,1
2588,643,574,1
3308,973,342,1
4177,1028,645,1
17300,600,422,0
1378,254,221,1
23,2,354,1
3329,973,1008,1
19079,706,181,0
787,70,362,1
17978,601,1207,0
30551,1364,410,0
144,2,1244,1
26896,1028,345,0
4611,1371,109,1
29100,1329,188,0
812,70,690,1
177,70,821,1
69,2,402,1
4595,1371,1394,1
2447,643,38,1
2104,591,477,1
1741,292,483,1
3270,973,110,1
9616,242,972,0
4196,1028,1371,1
13980,380,462,0
2252,591,815,1
19283,706,1088,0
1503,292,103,1
429,70,734,1
26117,996,1291,0
29617,1344,360,0
5154,2,189,0
1038,242,955,1
12918,346,834,0
4435,1371,1327,1
2211,591,144,1
179,70,693,1
596,70,202,1
3413,973,1298,1
3179,955,1371,1
721,70,1025,1
1264,254,436,1
4708,1371,1014,1
12457,346,17,0
12884,346,326,0
30052,1344,593,0
7956,201,388,0
28613,1273,432,0
10222,242,284,0
9011,234,448,0
26436,1028,550,0
828,70,514,1
14801,444,934,0
589,70,197,1
8570,234,1381,0
2629,643,897,1
4033,1028,109,1
26956,1102,376,0
14305,444,487,0
24328,973,911,0
29751,1344,1228,0
23541,955,119,0
23640,955,72,0
29526,1329,1079,0
29046,1329,997,0
26354,1028,744,0
4173,1028,1151,1
3350,973,1184,1
31464,1371,431,0
9539,242,367,0
23325,955,970,0
24157,973,1135,0
28745,1273,605,0
4342,1329,197,1
12773,346,253,0
3159,955,19,1
1550,292,1178,1
3248,973,400,1
26310,1028,193,0
1168,254,1122,1
387,70,267,1
2499,643,619,1
22973,890,756,0
2749,717,1306,1
7007,158,16,0
16121,591,372,0
4246,1329,385,1
28233,1273,67,0
6215,110,375,0
4219,1102,405,1
23430,955,526,0
24481,973,1380,0
1044,242,1077,1
12768,346,487,0
1513,292,1003,1
23455,955,1234,0
2627,643,232,1
12051,339,585,0
3378,973,568,1
13582,380,1186,0
3725,989,16,1
416,70,573,1
1897,339,1227,1
1164,254,1208,1
4099,1028,47,1
414,70,586,1
2496,643,573,1
17021,600,1056,0
8584,234,1154,0
4580,1371,1049,1
1175,254,913,1
2633,643,627,1
25144,989,580,0
17638,601,553,0
19709,706,1078,0
3882,996,695,1
4241,1273,948,1
27391,1102,1143,0
248,70,830,1
16324,591,783,0
25697,996,1405,0
11151,292,1286,0
1498,292,25,1
12085,339,1172,0
15886,525,73,0
2617,643,427,1
1220,254,1091,1
8819,234,1278,0
1057,242,431,1
2614,643,689,1
1829,292,696,1
13489,380,903,0
471,70,702,1
4469,1371,427,1
2457,643,1342,1
1770,292,432,1
29313,1329,1004,0
27761,1102,992,0
1074,242,225,1
15307,525,32,0
1020,201,613,1
8361,201,633,0
497,70,832,1
9245,234,616,0
18214,601,707,0
3181,955,774,1
16047,591,14,0
4513,1371,437,1
1780,292,1336,1
373,70,420,1
465,70,1211,1
16928,600,807,0
1162,254,1408,1
11984,339,322,0
6883,158,99,0
2638,643,223,1
12295,346,598,0
1113,254,82,1
1740,292,1080,1
291,70,980,1
13119,346,1285,0
22389,822,558,0
1018,201,225,1
15465,525,1281,0
5459,2,1187,0
20274,717,611,0
4976,2,726,0
25943,996,1249,0
297,70,1102,1
691,70,277,1
16450,591,337,0
11659,339,581,0
24425,973,870,0
13719,380,780,0
24760,989,312,0
10949,292,181,0
11821,339,130,0
8796,234,937,0
1469,292,47,1
4420,1371,278,1
2815,717,587,1
3783,989,300,1
2442,643,613,1
14782,444,283,0
7490,201,480,0
2834,717,501,1
2562,643,932,1
31000,1364,984,0
2820,717,119,1
7498,201,1291,0
30994,1364,558,0
1936,525,1021,1
3997,1028,1179,1
1483,292,1398,1
1545,292,320,1
9948,242,776,0
27257,1102,298,0
415,70,811,1
17370,600,1073,0
16519,591,882,0
4567,1371,77,1
29201,1329,53,0
22128,822,563,0
28884,1329,208,0
2876,717,889,1
9428,242,128,0
915,110,241,1
11209,292,53,0
31145,1364,613,0
4644,1371,1188,1
31401,1364,367,0
21823,822,505,0
567,70,274,1
14238,444,813,0
27723,1102,857,0
26694,1028,737,0
15918,525,1336,0
1779,292,737,1
6897,158,603,0
2292,601,1169,1
911,70,496,1
2115,591,985,1
9576,242,876,0
12,2,597,1
3573,973,389,1
3250,973,1143,1
3534,973,773,1
14022,380,729,0
350,70,468,1
7114,158,297,0
2283,601,406,1
22172,822,741,0
1128,254,519,1
19541,706,104,0
10912,292,49,0
1242,254,493,1
26432,1028,502,0
11248,292,536,0
14570,444,656,0
11042,292,1207,0
20191,717,749,0
21168,727,262,0
4319,1329,248,1
2266,600,225,1
1322,254,1387,1
29294,1329,1082,0
2817,717,393,1
19753,706,403,0
1272,254,812,1
15616,525,1275,0
7488,201,0,0
4651,1371,115,1
1973,591,1256,1
10701,254,1218,0
731,70,969,1
751,70,406,1
2364,643,1310,1
4411,1371,596,1
10383,254,955,0
25283,989,948,0
10198,242,1134,0
