Unnamed: 0,TF,Target,Label
3034,321,217,0
1068,461,638,1
2277,906,750,1
3946,671,418,0
993,427,78,1
3290,435,248,0
1334,572,239,1
4040,714,358,0
4552,901,559,0
2488,119,601,0
2426,63,587,0
1893,772,65,1
529,252,52,1
3905,667,89,0
3236,402,742,0
3149,355,354,0
3915,667,48,0
613,282,103,1
3622,572,71,0
3328,457,344,0
1824,752,98,1
3056,335,432,0
4469,885,297,0
3360,461,738,0
3938,670,320,0
1405,606,2,1
2777,239,549,0
742,321,650,1
1852,760,319,1
1104,471,572,1
3641,577,84,0
932,396,492,1
3720,607,262,0
2132,857,355,1
1347,577,671,1
2718,212,145,0
4424,857,884,0
2403,54,908,0
2009,809,307,1
2905,282,658,0
930,390,207,1
2964,298,604,0
2924,286,825,0
695,304,595,1
1472,624,642,1
2194,885,278,1
2660,201,536,0
422,211,605,1
3897,667,382,0
482,239,360,1
3525,531,230,0
1330,572,687,1
3947,671,663,0
1748,714,82,1
1654,671,803,1
1994,808,772,1
3332,457,295,0
4072,736,636,0
1090,465,205,1
668,298,759,1
229,152,677,1
3907,667,424,0
4301,809,743,0
1655,671,355,1
4347,838,424,0
632,286,411,1
4379,848,890,0
1525,644,613,1
2003,809,116,1
111,54,655,1
2028,824,584,1
4166,765,807,0
3626,572,364,0
4359,839,191,0
479,239,572,1
3849,654,444,0
4553,901,180,0
3404,472,371,0
2137,858,909,1
196,119,787,1
29,30,198,1
1557,654,421,1
1187,498,708,1
2388,52,492,0
3706,607,29,0
2392,52,16,0
1605,667,282,1
3697,606,500,0
3817,644,773,0
674,298,860,1
100,52,311,1
1040,457,335,1
3123,351,90,0
2261,901,384,1
3599,571,511,0
831,351,858,1
4286,808,261,0
3353,461,782,0
3606,571,309,0
1874,765,286,1
1313,571,849,1
1632,667,531,1
2206,885,811,1
1938,788,239,1
96,52,646,1
2960,298,376,0
3470,498,583,0
1503,641,658,1
1840,757,572,1
4337,832,161,0
3382,465,341,0
134,63,780,1
368,201,103,1
2521,152,346,0
1844,759,233,1
1112,472,2,1
3222,390,140,0
2774,239,157,0
485,239,803,1
1646,670,128,1
4116,752,260,0
4486,885,507,0
2055,838,302,1
1971,803,270,1
4263,803,881,0
4144,760,271,0
4393,850,713,0
3479,498,215,0
1428,607,645,1
2336,31,300,0
1623,667,211,1
3241,411,458,0
962,411,496,1
3886,660,668,0
3795,641,564,0
3296,450,27,0
1036,457,198,1
4136,759,58,0
611,282,642,1
1314,571,212,1
4117,752,306,0
2260,901,586,1
4569,906,480,0
857,355,622,1
4320,824,771,0
2903,282,236,0
1349,577,411,1
2087,848,591,1
4295,809,571,0
2045,832,272,1
1513,642,646,1
2539,152,341,0
321,195,450,1
4429,858,775,0
2814,250,55,0
1780,736,351,1
2101,850,402,1
1233,531,750,1
4185,772,686,0
4033,708,426,0
3254,411,525,0
3578,568,251,0
949,411,572,1
1761,717,618,1
1825,752,286,1
420,211,195,1
2058,838,152,1
1741,708,613,1
998,435,259,1
4394,853,491,0
4174,765,834,0
522,250,670,1
44,31,645,1
426,212,485,1
247,152,311,1
4053,717,456,0
4575,909,177,0
2283,909,884,1
2999,307,503,0
2067,839,885,1
3396,471,341,0
3933,668,690,0
2966,298,605,0
3805,642,704,0
1613,667,342,1
672,298,335,1
944,402,808,1
1178,498,613,1
3224,396,709,0
4350,838,561,0
4132,757,89,0
2714,211,68,0
1004,450,239,1
764,335,899,1
56,32,752,1
1307,571,248,1
1061,461,15,1
4498,885,86,0
2574,164,754,0
2987,304,386,0
3924,667,308,0
3285,427,396,0
1410,606,305,1
2613,195,838,0
2772,239,848,0
1414,607,492,1
707,307,752,1
2321,30,394,0
3639,577,881,0
3702,606,284,0
1286,568,189,1
480,239,336,1
3605,571,6,0
2102,853,577,1
2348,32,901,0
445,229,820,1
4230,788,211,0
2821,252,454,0
2712,211,163,0
3764,624,769,0
1641,668,591,1
2737,229,327,0
1615,667,372,1
282,164,244,1
1594,660,623,1
1882,765,644,1
2771,239,485,0
2177,885,262,1
