Unnamed: 0,TF,Target,Label
486,253,848,1
1412,639,962,1
3936,558,918,0
1845,853,346,1
4484,765,940,0
4710,879,1182,0
3085,178,941,0
2996,108,69,0
5091,1155,574,0
4249,670,340,0
471,228,32,1
2469,1243,1353,1
3896,534,520,0
4608,853,230,0
5489,1364,678,0
3284,284,804,0
5112,1189,61,0
1945,879,931,1
2619,1303,931,1
3306,287,1398,0
748,347,947,1
2446,1231,879,1
4593,848,803,0
5259,1245,903,0
5193,1222,1220,0
4122,612,185,0
80,34,33,1
1830,848,392,1
2514,1245,489,1
4972,1053,1095,0
941,454,1238,1
450,217,167,1
1448,659,305,1
2559,1258,381,1
3860,511,1281,0
2440,1227,1296,1
4772,931,437,0
4014,600,90,0
322,178,292,1
2746,1364,882,1
175,72,257,1
2430,1222,683,1
1380,612,505,1
952,456,330,1
2675,1344,1176,1
5509,1364,494,0
1939,879,33,1
2795,32,1367,0
3249,253,799,0
4143,612,606,0
1965,882,635,1
4212,659,745,0
3693,454,48,0
239,116,356,1
5385,1312,1006,0
1765,807,1027,1
5322,1258,1202,0
5330,1258,870,0
1340,612,621,1
4702,879,641,0
4528,807,658,0
2009,931,675,1
1097,511,1230,1
4058,609,428,0
1449,659,534,1
3234,228,1392,0
2836,34,545,0
1125,519,962,1
4830,962,386,0
543,287,1032,1
1575,691,1053,1
4120,612,958,0
5144,1189,734,0
436,209,609,1
2390,1202,1344,1
1554,680,472,1
4491,769,1192,0
2075,973,534,1
1628,726,185,1
1124,519,1045,1
858,392,1245,1
3061,156,715,0
3439,332,47,0
916,454,558,1
5280,1245,80,0
2502,1245,906,1
1357,612,367,1
1963,882,911,1
829,381,195,1
3679,454,239,0
1590,693,683,1
4661,874,587,0
1721,765,141,1
5265,1245,1001,0
599,305,612,1
4430,740,1023,0
4785,932,725,0
4878,1004,1264,0
4036,606,105,0
891,432,588,1
5471,1364,1381,0
1179,558,1250,1
670,332,405,1
2209,1053,173,1
309,160,754,1
2279,1138,748,1
2941,72,121,0
5424,1344,926,0
4175,639,474,0
1947,879,918,1
2708,1364,33,1
3128,188,190,0
4740,899,1046,0
4585,848,1279,0
649,317,859,1
2073,968,317,1
1242,600,680,1
5382,1303,865,0
5096,1176,1024,0
3150,193,1405,0
3790,487,833,0
4624,853,1073,0
1486,670,1344,1
2328,1155,325,1
990,462,642,1
3511,347,201,0
3524,360,696,0
5277,1245,473,0
233,108,1261,1
5209,1231,355,0
1861,853,454,1
3223,221,918,0
2678,1344,834,1
1244,600,1019,1
969,460,1258,1
4997,1097,1237,0
4867,995,1168,0
2124,1027,1019,1
1251,600,588,1
4007,600,1034,0
2957,74,84,0
1977,899,806,1
4183,642,410,0
3582,367,548,0
141,56,1023,1
2496,1245,1350,1
2959,74,724,0
5134,1189,1091,0
3597,381,987,0
367,188,17,1
4846,982,267,0
2083,982,1099,1
3663,448,919,0
3620,392,359,0
1667,740,113,1
2415,1215,853,1
2333,1176,612,1
5441,1344,439,0
3753,462,568,0
4005,600,348,0
533,284,853,1
3087,178,251,0
3362,305,993,0
834,381,1364,1
2938,72,920,0
521,284,675,1
2349,1189,1245,1
2067,962,1072,1
3887,519,860,0
4211,659,245,0
3199,209,177,0
3412,317,91,0
3130,188,337,0
2661,1344,271,1
2115,1004,277,1
1313,612,34,1
4076,612,966,0
4723,882,1140,0
2234,1097,454,1
3708,456,796,0
1728,769,612,1
819,367,365,1
3621,392,182,0
5153,1202,458,0
460,221,670,1
1898,874,1245,1
3002,116,129,0
1444,659,297,1
4728,882,815,0
4391,726,586,0
2618,1303,1313,1
1273,606,558,1
4540,823,1019,0
3213,217,828,0
194,74,903,1
2567,1258,5,1
4265,671,1153,0
3958,584,540,0
4207,659,1046,0
761,360,835,1
5174,1215,1035,0
4407,736,734,0
5203,1227,789,0
2371,1189,868,1
1195,584,572,1
2743,1364,156,1
2381,1189,315,1
1295,609,905,1
4838,973,1131,0
387,193,612,1
495,261,726,1
3715,456,652,0
927,454,1019,1
3888,519,553,0
2104,995,874,1
3320,292,712,0
2411,1215,1245,1
4103,612,382,0
4708,879,360,0
3433,332,988,0
676,332,297,1
945,456,65,1
1822,848,1364,1
900,448,1275,1
1644,736,1139,1
1502,671,635,1
365,188,463,1
807,367,1317,1
1777,823,421,1
2843,34,1277,0
196,74,932,1
2022,932,673,1
3732,460,922,0
1359,612,1012,1
2904,56,129,0
324,178,745,1
3072,160,473,0
4338,691,1305,0
4836,968,423,0
32,32,666,1
178,72,606,1
509,277,130,1
782,365,1277,1
3272,277,633,0
5178,1215,623,0
4317,680,1086,0
4887,1027,888,0
2726,1364,56,1
3942,558,197,0
3258,261,422,0
5381,1303,1150,0
4353,693,697,0
1173,558,1385,1
3690,454,227,0
298,156,868,1
1960,882,1319,1
4726,882,313,0
5438,1344,1187,0
930,454,33,1
3704,454,679,0
5506,1364,158,0
3654,432,453,0
3296,284,336,0
1027,487,694,1
3570,367,1105,0
1133,534,332,1
1420,642,506,1
5042,1138,903,0
2517,1245,879,1
3592,381,321,0
2622,1312,1245,1
3545,365,546,0
857,392,367,1
557,292,11,1
5232,1243,579,0
73,34,759,1
